route_id,repeat_id,fold_id,component,loss_full,loss_reduced,delta_loss,delta_loss_clamped,share,defined
pooled_spatiotemporal_age_main,4,fold_003,Spatial,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,4,fold_003,Associations,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,4,fold_004,Abiotic,3.986601239910501,1.4260780401972708,-2.5605231997132303,0,NA,FALSE
pooled_spatiotemporal_age_main,4,fold_004,Spatial,3.986601239910501,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,4,fold_004,Associations,3.986601239910501,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,4,fold_005,Abiotic,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,4,fold_005,Spatial,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,4,fold_005,Associations,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,5,fold_001,Abiotic,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,5,fold_001,Spatial,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,5,fold_001,Associations,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,5,fold_002,Abiotic,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,5,fold_002,Spatial,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,5,fold_002,Associations,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,5,fold_003,Abiotic,3.967117675670848,1.5900959697054522,-2.377021705965396,0,NA,FALSE
pooled_spatiotemporal_age_main,5,fold_003,Spatial,3.967117675670848,3.5133622932916126,-0.4537553823792355,0,NA,FALSE
pooled_spatiotemporal_age_main,5,fold_003,Associations,3.967117675670848,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,5,fold_004,Abiotic,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,5,fold_004,Spatial,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,5,fold_004,Associations,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,5,fold_005,Abiotic,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,5,fold_005,Spatial,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_age_main,5,fold_005,Associations,NA,NA,NA,NA,NA,FALSE
pooled_spatiotemporal_no_age,1,fold_001,Abiotic,1.3622139997383418,1.453156730943414,0.09094273120507212,0.09094273120507212,46.77583197412271,TRUE
pooled_spatiotemporal_no_age,1,fold_001,Spatial,1.3622139997383418,1.465693745626533,0.10347974588819131,0.10347974588819131,53.22416802587728,TRUE
pooled_spatiotemporal_no_age,1,fold_001,Associations,1.3622139997383418,1.342943924589524,-0.019270075148817734,0,0,TRUE
pooled_spatiotemporal_no_age,1,fold_002,Abiotic,1.2786029568626058,1.3183784158398735,0.03977545897726764,0.03977545897726764,23.41078737203669,TRUE
pooled_spatiotemporal_no_age,1,fold_002,Spatial,1.2786029568626058,1.4087297670622303,0.13012681019962447,0.13012681019962447,76.5892126279633,TRUE
pooled_spatiotemporal_no_age,1,fold_002,Associations,1.2786029568626058,1.2387073810419398,-0.03989557582066605,0,0,TRUE
