route_id,repeat_id,fold_id,variant,status,error_message,warning_text,converged,linear_trend_slope,median_diff,epochs_run,early_stopping_triggered,loss,brier,auc,auc_macro,n_train_samples,n_test_samples,n_taxa_raw,n_taxa_retained,n_taxa_dropped
pooled_spatiotemporal_age_main,1,fold_005,no_abiotic,ok,NA,NA,TRUE,0,0.03,323,TRUE,1.4904732615912077,0.1099957344310665,0.8919793561487372,0.5297413938718286,164,41,16,15,1
pooled_spatiotemporal_age_main,1,fold_005,no_spatial,not_converged,NA,NA,FALSE,0.01,0.46,500,FALSE,3.5560987271126168,0.25951666360704384,0.7412697237615804,0.56082900817054,164,41,16,15,1
pooled_spatiotemporal_age_main,1,fold_005,no_associations,not_converged,NA,NA,FALSE,0.16,8.44,500,FALSE,5.328287379216478,0.3869795434803232,0.6127427133127459,0.5888365078300959,164,41,16,15,1
pooled_spatiotemporal_age_main,2,fold_001,full,not_converged,NA,NA,FALSE,0.02,0.43,223,TRUE,5.540062230815642,0.4013439480857774,0.6018404156020478,0.5649413337843618,164,41,16,16,0
pooled_spatiotemporal_age_main,2,fold_001,no_abiotic,ok,NA,NA,TRUE,0,0.03,297,TRUE,1.245062302855286,0.09671722494968231,0.9124671185993231,0.5684024470111931,164,41,16,16,0
pooled_spatiotemporal_age_main,2,fold_001,no_spatial,not_converged,NA,NA,FALSE,0.14,4.47,500,FALSE,4.424412401012894,0.32066622087685015,0.6786438248965238,0.5546564755699371,164,41,16,16,0
pooled_spatiotemporal_age_main,2,fold_001,no_associations,not_converged,NA,NA,FALSE,0.14,5.72,498,TRUE,4.996889102390977,0.3634274473612477,0.6392851418496553,0.5943110250155083,164,41,16,16,0
pooled_spatiotemporal_age_main,2,fold_002,full,not_converged,NA,NA,FALSE,0.01,0.32,393,TRUE,3.3510944961939875,0.2435863751978345,0.7557479165785355,0.5883083753981311,164,41,16,15,1
pooled_spatiotemporal_age_main,2,fold_002,no_abiotic,ok,NA,NA,TRUE,0,0.01,257,TRUE,1.8208751989271008,0.13205088864811637,0.8676868733871991,0.5318013145710467,164,41,16,15,1
pooled_spatiotemporal_age_main,2,fold_002,no_spatial,not_converged,NA,NA,FALSE,0.02,0.89,500,FALSE,3.8477180696498734,0.28045712982642673,0.7205729937814629,0.5862621460977085,164,41,16,15,1
