taxon_name,trait_domain_name,data_source_id,n_records,source_taxon_median,source_taxon_log10_median,n_sources_for_taxon,other_source_median,cross_source_ratio,cross_source_log10_gap,cross_source_nearest_factor,cross_source_factor_relative_error,flag_cross_source_corroborated,n_source_taxon_groups,domain_log10_median,lwr_25_log10,upr_75_log10,iqr_log10,global_outlier_lwr,global_outlier_upr,flag_global_log_outlier,global_ratio_to_median,global_nearest_factor,suggested_scale_factor,diagnostic_reason,diagnostic_priority
Mutellina adonidifolia,Leaf nitrogen content per unit mass,270,1,3.62,0.5587085705331657,4,36.2,10,1,10,0,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.7113259668508287,1,10,cross_source_power_of_ten,high
Mutellina adonidifolia,Leaf nitrogen content per unit mass,297,1,3.62,0.5587085705331657,4,36.2,10,1,10,0,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.7113259668508287,1,10,cross_source_power_of_ten,high
Mutellina adonidifolia,Leaf nitrogen content per unit mass,541,1,36.2,1.5587085705331658,4,3.62,0.09999999999999999,1,0.1,1.3877787807814457e-16,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.07113259668508287,0.1,0.1,cross_source_power_of_ten,high
Myosotis alpestris,Leaf nitrogen content per unit mass,297,1,3.612,0.5577477416414682,3,27.559459265,7.6299721110188266,0.8825229505298785,10,0.23700278889811735,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.7129014396456257,1,10,cross_source_power_of_ten,high
Myosotis martini,Leaf nitrogen content per unit mass,224,1,18.71,1.2720737875000099,2,1.871,0.09999999999999999,1,0.1,1.3877787807814457e-16,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.1376269374665954,0.1,0.1,cross_source_power_of_ten,high
Myosotis martini,Leaf nitrogen content per unit mass,297,1,1.871,0.27207378750000993,2,18.71,10,1,10,0,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,1.3762693746659542,1,10,cross_source_power_of_ten,high
Myosotis verna,Leaf nitrogen content per unit mass,213,1,19.27,1.284881714655453,2,1.927,0.1,1,0.1,0,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.1336274001037883,0.1,0.1,cross_source_power_of_ten,high
Myosotis verna,Leaf nitrogen content per unit mass,297,1,1.927,0.284881714655453,2,19.27,10,1,10,0,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,1.3362740010378829,1,10,cross_source_power_of_ten,high
Myrceugenia planipes,Leaf nitrogen content per unit mass,206,2,1.0699999999999998,0.029383777685209576,2,10,9.345794392523366,0.9706162223147905,10,0.06542056074766336,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,2.406542056074767,1,10,cross_source_power_of_ten,high
Myrceugenia planipes,Leaf nitrogen content per unit mass,210,1,10,1,2,1.0699999999999998,0.10699999999999998,0.9706162223147904,0.1,0.06999999999999978,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.2575,0.1,0.1,cross_source_power_of_ten,high
Myrtus communis,Leaf nitrogen content per unit mass,543,2,15.3,1.1846914308175989,3,1.585,0.10359477124183006,0.9846621642638286,0.1,0.035947712418300526,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.16830065359477125,0.1,0.1,cross_source_power_of_ten,high
Narcissus bulbocodium,Leaf nitrogen content per unit mass,224,1,28.53,1.4553017716570764,2,2.853,0.1,1,0.1,0,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.09025587101296881,0.1,0.1,cross_source_power_of_ten,high
Narcissus bulbocodium,Leaf nitrogen content per unit mass,297,1,2.853,0.4553017716570764,2,28.53,10,1,10,0,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.902558710129688,1,10,cross_source_power_of_ten,high
Narcissus cuneiflorus,Leaf nitrogen content per unit mass,224,1,34.49,1.5376931943673908,2,3.449,0.09999999999999999,1,0.1,1.3877787807814457e-16,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.07465932154247608,0.1,0.1,cross_source_power_of_ten,high
Narcissus cuneiflorus,Leaf nitrogen content per unit mass,297,1,3.449,0.5376931943673907,2,34.49,10.000000000000002,1,10,1.7763568394002506e-16,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.7465932154247609,1,10,cross_source_power_of_ten,high
Nardus stricta,Leaf nitrogen content per unit mass,297,7,1.48,0.17026171539495738,5,17.4300925593076,11.777089567099729,1.0710379779622996,10,0.17770895670997292,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,1.739864864864865,1,10,cross_source_power_of_ten,high
Nasturtium officinale,Leaf nitrogen content per unit mass,213,1,55.57,1.7448403967853792,2,5.557,0.1,1,0.1,0,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.04633795213244557,0.1,0.1,cross_source_power_of_ten,high
Nasturtium officinale,Leaf nitrogen content per unit mass,297,1,5.557,0.7448403967853792,2,55.57,10,1,10,0,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.46337952132445565,1,10,cross_source_power_of_ten,high
Nemophila aphylla,Leaf nitrogen content per unit mass,270,1,0.89,-0.05060999335508721,5,8.9,10,1,10,0,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,2.8932584269662924,1,10,cross_source_power_of_ten,high
Nemophila aphylla,Leaf nitrogen content per unit mass,297,2,0.89,-0.05060999335508721,5,8.9,10,1,10,0,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,2.8932584269662924,1,10,cross_source_power_of_ten,high
Nepeta cataria,Leaf nitrogen content per unit mass,213,1,46.75,1.6697816152085365,2,4.675,0.09999999999999999,1,0.1,1.3877787807814457e-16,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.05508021390374332,0.1,0.1,cross_source_power_of_ten,high
Nepeta cataria,Leaf nitrogen content per unit mass,297,1,4.675,0.6697816152085365,2,46.75,10,1,10,0,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.5508021390374332,1,10,cross_source_power_of_ten,high
Nerium oleander,Leaf nitrogen content per unit mass,543,3,18.2,1.2600713879850747,2,1.39,0.07637362637362637,1.1170565877309797,0.1,0.2362637362637364,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.1414835164835165,0.1,0.1,cross_source_power_of_ten,high
Nothofagus dombeyi,Leaf nitrogen content per unit mass,206,2,1.51,0.17897694729316943,2,15.100000000000001,10,1,10,0,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,1.7052980132450333,1,10,cross_source_power_of_ten,high
Nothofagus dombeyi,Leaf nitrogen content per unit mass,210,2,15.100000000000001,1.1789769472931695,2,1.51,0.09999999999999999,1,0.1,1.3877787807814457e-16,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.1705298013245033,0.1,0.1,cross_source_power_of_ten,high
Notholithocarpus densiflorus,Leaf nitrogen content per unit mass,270,1,1.06,0.02530586526477026,4,10.6,10,1,10,0,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,2.4292452830188678,1,10,cross_source_power_of_ten,high
Notholithocarpus densiflorus,Leaf nitrogen content per unit mass,297,1,1.06,0.02530586526477026,4,10.6,10,1,10,0,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,2.4292452830188678,1,10,cross_source_power_of_ten,high
Notholithocarpus densiflorus,Leaf nitrogen content per unit mass,541,1,10.6,1.0253058652647702,4,1.06,0.1,1,0.1,0,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.24292452830188682,0.1,0.1,cross_source_power_of_ten,high
Nyssa sylvatica,Leaf nitrogen content per unit mass,210,1,18.4,1.2648178230095364,6,1.69,0.09184782608695653,1.036931118395863,0.1,0.08152173913043473,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.13994565217391305,0.1,0.1,cross_source_power_of_ten,high
Oemleria cerasiformis,Leaf nitrogen content per unit mass,558,1,19.28,1.2851070295668119,3,1.92,0.0995850622406639,1.0018058008632624,0.1,0.00414937759336112,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.13355809128630705,0.1,0.1,cross_source_power_of_ten,high
Oenothera biennis,Leaf nitrogen content per unit mass,213,1,13.55,1.1319392952104246,2,1.355,0.09999999999999999,1,0.1,1.3877787807814457e-16,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.1900369003690037,0.1,0.1,cross_source_power_of_ten,high
Oenothera biennis,Leaf nitrogen content per unit mass,297,1,1.355,0.13193929521042452,2,13.55,10,1,10,0,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,1.9003690036900371,1,10,cross_source_power_of_ten,high
Oenothera curtiflora,Leaf nitrogen content per unit mass,213,1,17.69,1.2477278329097232,2,1.769,0.09999999999999999,1,0.1,1.3877787807814457e-16,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.1455624646693047,0.1,0.1,cross_source_power_of_ten,high
Oenothera curtiflora,Leaf nitrogen content per unit mass,297,1,1.769,0.2477278329097231,2,17.69,10.000000000000002,1,10,1.7763568394002506e-16,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,1.4556246466930471,1,10,cross_source_power_of_ten,high
Oenothera filiformis,Leaf nitrogen content per unit mass,213,1,17.92,1.2533380053261065,2,1.792,0.09999999999999999,1,0.1,1.3877787807814457e-16,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.14369419642857142,0.1,0.1,cross_source_power_of_ten,high
Oenothera filiformis,Leaf nitrogen content per unit mass,297,1,1.792,0.2533380053261064,2,17.92,10,1,10,0,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,1.4369419642857144,1,10,cross_source_power_of_ten,high
Oenothera glaucifolia,Leaf nitrogen content per unit mass,213,1,21.22,1.326745379565322,2,2.122,0.1,1,0.1,0,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.12134778510838833,0.1,0.1,cross_source_power_of_ten,high
Oenothera glaucifolia,Leaf nitrogen content per unit mass,297,1,2.122,0.32674537956532185,2,21.22,10,1,10,0,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,1.2134778510838833,1,10,cross_source_power_of_ten,high
Oenothera laciniata,Leaf nitrogen content per unit mass,213,1,28.78,1.4590907896005865,2,2.878,0.1,1,0.1,0,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.0894718554551772,0.1,0.1,cross_source_power_of_ten,high
Oenothera laciniata,Leaf nitrogen content per unit mass,297,1,2.878,0.4590907896005864,2,28.78,10,1,10,0,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.8947185545517721,1,10,cross_source_power_of_ten,high
Oenothera macrocarpa,Leaf nitrogen content per unit mass,213,2,17.52,1.2435341018320618,2,1.7519999999999998,0.09999999999999999,1,0.1,1.3877787807814457e-16,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.14697488584474888,0.1,0.1,cross_source_power_of_ten,high
Oenothera macrocarpa,Leaf nitrogen content per unit mass,297,2,1.7519999999999998,0.24353410183206187,2,17.52,10.000000000000002,1,10,1.7763568394002506e-16,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,1.469748858447489,1,10,cross_source_power_of_ten,high
Oenothera perennis,Leaf nitrogen content per unit mass,541,1,19,1.2787536009528289,3,1.9,0.09999999999999999,1,0.1,1.3877787807814457e-16,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.1355263157894737,0.1,0.1,cross_source_power_of_ten,high
Oenothera serrulata,Leaf nitrogen content per unit mass,213,2,23.21,1.3656751404559178,2,2.3209999999999997,0.09999999999999998,1,0.1,2.7755575615628914e-16,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.11094355881085739,0.1,0.1,cross_source_power_of_ten,high
Oenothera serrulata,Leaf nitrogen content per unit mass,297,2,2.3209999999999997,0.36567514045591765,2,23.21,10.000000000000002,1,10,1.7763568394002506e-16,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,1.109435588108574,1,10,cross_source_power_of_ten,high
Oenothera speciosa,Leaf nitrogen content per unit mass,213,4,21.33,1.3289908554494287,2,2.133,0.1,1,0.1,0,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.12072198781059543,0.1,0.1,cross_source_power_of_ten,high
Oenothera speciosa,Leaf nitrogen content per unit mass,297,4,2.133,0.32899085544942874,2,21.33,10,1,10,0,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,1.2072198781059542,1,10,cross_source_power_of_ten,high
Olea europaea,Leaf nitrogen content per unit mass,157,2,16.93,1.2286569581089353,2,1.72500002625,0.10189013740401655,0.9918678520908133,0.1,0.018901374040165425,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.15209686946249262,0.1,0.1,cross_source_power_of_ten,high
Olea europaea,Leaf nitrogen content per unit mass,297,4,1.72500002625,0.23678910601812195,2,16.93,9.814492604272214,0.9918678520908133,10,0.018550739572778596,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,1.4927536004725903,1,10,cross_source_power_of_ten,high
Onoclea sensibilis,Leaf nitrogen content per unit mass,541,1,27.8887,1.445428270595022,4,2.7888446215,0.09999909000778093,1.000003952063975,0.1,9.099922190780596e-6,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.09233130264228882,0.1,0.1,cross_source_power_of_ten,high
Ononis spinosa,Leaf nitrogen content per unit mass,297,4,4.48119545585,0.651393886904756,4,41.859559105,9.341158964703096,0.9704007628199856,10,0.06588410352969039,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.5746234515699271,1,10,cross_source_power_of_ten,high
Orchis mascula,Leaf nitrogen content per unit mass,224,1,20.44,1.310480891462675,2,2.044,0.09999999999999999,1,0.1,1.3877787807814457e-16,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.1259784735812133,0.1,0.1,cross_source_power_of_ten,high
Orchis mascula,Leaf nitrogen content per unit mass,297,1,2.044,0.31048089146267516,2,20.44,10,1,10,0,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,1.2597847358121332,1,10,cross_source_power_of_ten,high
Oreoxis alpina,Leaf nitrogen content per unit mass,243,1,2.12914285714286,0.32820480187393,3,21.97360285855,10.32039855138552,1.0136964691250383,10,0.03203985513855194,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,1.209406870638753,1,10,cross_source_power_of_ten,high
Oreoxis alpina,Leaf nitrogen content per unit mass,297,1,2.1291428571,0.3282048018651876,3,21.97360285857143,10.320398551603335,1.0136964691342043,10,0.032039855160333454,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,1.2094068706630987,1,10,cross_source_power_of_ten,high
Osmunda regalis,Leaf nitrogen content per unit mass,541,1,34.10639,1.5328357538240196,3,3.41061751325,0.09999937000808354,1.000002736028748,0.1,6.299919164676204e-6,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.07549904871198623,0.1,0.1,cross_source_power_of_ten,high
Osmundastrum cinnamomeum,Leaf nitrogen content per unit mass,541,1,27.05155,1.4321921543653726,4,2.705155,0.1,1,0.1,0,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.09518863059602871,0.1,0.1,cross_source_power_of_ten,high
Oxalis dillenii,Leaf nitrogen content per unit mass,213,1,36.94,1.5674968911042226,2,3.694,0.1,1,0.1,0,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.06970763400108285,0.1,0.1,cross_source_power_of_ten,high
Oxalis dillenii,Leaf nitrogen content per unit mass,297,1,3.694,0.5674968911042226,2,36.94,10,1,10,0,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.6970763400108284,1,10,cross_source_power_of_ten,high
Oxalis oregana,Leaf nitrogen content per unit mass,541,1,24.2,1.3838153659804313,3,2.42,0.1,1,0.1,0,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.10640495867768596,0.1,0.1,cross_source_power_of_ten,high
Oxalis pes-caprae,Leaf nitrogen content per unit mass,224,1,21.42,1.3308194664958368,2,2.142,0.09999999999999999,1,0.1,1.3877787807814457e-16,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.12021475256769375,0.1,0.1,cross_source_power_of_ten,high
Oxalis pes-caprae,Leaf nitrogen content per unit mass,297,1,2.142,0.3308194664958368,2,21.42,10.000000000000002,1,10,1.7763568394002506e-16,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,1.2021475256769376,1,10,cross_source_power_of_ten,high
Oxalis violacea,Leaf nitrogen content per unit mass,213,1,39.3,1.5943925503754266,2,3.93,0.1,1,0.1,0,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.06552162849872774,0.1,0.1,cross_source_power_of_ten,high
Oxalis violacea,Leaf nitrogen content per unit mass,297,1,3.93,0.5943925503754267,2,39.3,9.999999999999998,0.9999999999999999,10,1.7763568394002506e-16,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.6552162849872774,1,10,cross_source_power_of_ten,high
Oxydendrum arboreum,Leaf nitrogen content per unit mass,154,8,0.0206715,-1.6846280082257945,5,1.8275000000000001,88.40674358416177,1.9464853938556925,100,0.11593256415838227,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,124.5676414386958,100,100,cross_source_power_of_ten,high
Oxydendrum arboreum,Leaf nitrogen content per unit mass,210,1,18.6,1.2695129442179163,5,1.68,0.09032258064516129,1.0442036624920534,0.1,0.0967741935483872,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.13844086021505375,0.1,0.1,cross_source_power_of_ten,high
Oxyria digyna,Leaf nitrogen content per unit mass,155,6,41.44499999999999,1.6174721439721926,4,4.55,0.10978405115212934,0.9594607473150801,0.1,0.09784051152129339,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.06213053444323804,0.1,0.1,cross_source_power_of_ten,high
Oxyria digyna,Leaf nitrogen content per unit mass,270,1,4.55,0.6580113966571124,4,41.44499999999999,9.108791208791208,0.9594607473150801,10,0.08912087912087915,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.565934065934066,1,10,cross_source_power_of_ten,high
Oxyria digyna,Leaf nitrogen content per unit mass,297,2,4.029999999999999,0.6053050461411094,4,41.44499999999999,10.284119106699752,1.012167097831083,10,0.02841191066997517,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.6389578163771713,1,10,cross_source_power_of_ten,high
Oxyria digyna,Leaf nitrogen content per unit mass,541,1,45.5,1.6580113966571124,4,4.55,0.09999999999999999,1,0.1,1.3877787807814457e-16,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.0565934065934066,0.1,0.1,cross_source_power_of_ten,high
Packera plattensis,Leaf nitrogen content per unit mass,213,1,20.91,1.320354032817672,2,2.091,0.1,1,0.1,0,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.12314681970349116,0.1,0.1,cross_source_power_of_ten,high
Packera plattensis,Leaf nitrogen content per unit mass,297,1,2.091,0.3203540328176719,2,20.91,10,1,10,0,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,1.2314681970349115,1,10,cross_source_power_of_ten,high
Paeonia cambessedesii,Leaf nitrogen content per unit mass,541,1,17.4,1.2405492482825997,3,1.74,0.1,1,0.1,0,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.14798850574712646,0.1,0.1,cross_source_power_of_ten,high
Panicum capillare,Leaf nitrogen content per unit mass,213,1,26.61,1.4250448745513888,4,2.2205,0.08344607290492297,1.078594097041694,0.1,0.1655392709507704,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.09676813228109735,0.1,0.1,cross_source_power_of_ten,high
Panicum capillare,Leaf nitrogen content per unit mass,270,1,1.78,0.250420002308894,4,17.8,10,1,10,0,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,1.4466292134831462,1,10,cross_source_power_of_ten,high
Panicum capillare,Leaf nitrogen content per unit mass,297,2,2.2205,0.3464507775096947,4,17.8,8.016212564737673,0.9039692247991993,10,0.1983787435262327,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,1.1596487277640173,1,10,cross_source_power_of_ten,high
Panicum capillare,Leaf nitrogen content per unit mass,541,1,17.8,1.250420002308894,4,2.2205,0.12474719101123595,0.9039692247991993,0.1,0.24747191011235944,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.1446629213483146,0.1,0.1,cross_source_power_of_ten,high
Panicum dichotomiflorum,Leaf nitrogen content per unit mass,213,1,20.11,1.303412070596742,2,2.011,0.1,1,0.1,0,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.12804574838388863,0.1,0.1,cross_source_power_of_ten,high
Panicum dichotomiflorum,Leaf nitrogen content per unit mass,297,1,2.011,0.30341207059674197,2,20.11,10,1,10,0,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,1.2804574838388862,1,10,cross_source_power_of_ten,high
Panicum virgatum,Leaf nitrogen content per unit mass,183,8,1.1097340705,0.04521891973155469,7,9.0175,8.125820626501167,0.909867231258846,10,0.18741793734988335,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,2.3203757264475193,1,10,cross_source_power_of_ten,high
Panicum virgatum,Leaf nitrogen content per unit mass,210,1,16.1,1.2068258760318498,7,1.7725,0.11009316770186334,0.9582396321767456,0.1,0.10093167701863331,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.15993788819875776,0.1,0.1,cross_source_power_of_ten,high
Panicum virgatum,Leaf nitrogen content per unit mass,213,1,20.45,1.3106933123433606,7,1.7725,0.08667481662591688,1.0621070684882565,0.1,0.1332518337408313,TRUE,6839,0.41077723337720984,0.2600448931300618,1.1767946841963872,0.9167497910663254,-2.4902044800689143,3.927044057395363,FALSE,0.12591687041564795,0.1,0.1,cross_source_power_of_ten,high
