contract_name,source_path,contract_type,contract_scope,migration_permission,store_consequence,owning_issue
list_sjsdm_tier_survivor_artifacts_round_3,R/Pipelines/pipeline_sjsdm_tier_tuning.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
list_sjsdm_tier_tuning_artifacts,R/Pipelines/pipeline_sjsdm_tier_tuning.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
list_sjsdm_tuning_execution,R/Pipelines/_pipes/pipe_segment_model_cross_validation.R,literal_target,public_or_frozen_cv_review,frozen_by_issue_141,assess_before_rename,#141
list_sjsdm_tuning_execution,R/Pipelines/_pipes/pipe_segment_model_cross_validation_from_shared.R,literal_target,public_or_frozen_cv_review,frozen_by_issue_141,assess_before_rename,#141
list_sjsdm_tuning_prediction_cache,R/Pipelines/_pipes/pipe_segment_model_cross_validation.R,literal_target,public_or_frozen_cv_review,frozen_by_issue_141,assess_before_rename,#141
list_sjsdm_tuning_prediction_cache,R/Pipelines/_pipes/pipe_segment_model_cross_validation_from_shared.R,literal_target,public_or_frozen_cv_review,frozen_by_issue_141,assess_before_rename,#141
list_sjsdm_tuning_work_item_result,R/Pipelines/_pipes/pipe_segment_model_cross_validation.R,literal_target,public_or_frozen_cv_review,frozen_by_issue_141,assess_before_rename,#141
list_sjsdm_tuning_work_item_result,R/Pipelines/_pipes/pipe_segment_model_cross_validation_from_shared.R,literal_target,public_or_frozen_cv_review,frozen_by_issue_141,assess_before_rename,#141
list_spatial_mev_core_basis,R/Pipelines/_pipes/pipe_segment_model_spatial_shared.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
list_trait_quality_control_report,R/Pipelines/_pipes/pipe_segment_traits_qc.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
list_trait_quality_control_report_classified,R/Pipelines/_pipes/pipe_segment_traits_qc_classified.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
mod_functional_type_hierarchical_clustering_continent,R/Pipelines/_pipes/pipe_segment_traits_ft_clustering.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
mod_functional_type_hierarchical_clustering_continental,R/Pipelines/_pipes/_helpers/make_pipe_segment_ft_classification_continental.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
mod_jsdm,R/Pipelines/_pipes/pipe_segment_model_fit.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
mod_jsdm_selected,R/Pipelines/_pipes/pipe_segment_model_fit.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
mod_jsdm_with_standard_errors,R/Pipelines/_pipes/pipe_segment_model_fit.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
model_evaluation_cross_validated,R/Pipelines/_pipes/pipe_segment_model_cross_validation.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
model_evaluation_cross_validated,R/Pipelines/_pipes/pipe_segment_model_cross_validation_from_shared.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
model_regularization_for_fit,R/Pipelines/_pipes/pipe_segment_model_cross_validation.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
model_regularization_for_fit,R/Pipelines/_pipes/pipe_segment_model_cross_validation_from_shared.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
n_functional_type_groups_selected_continent,R/Pipelines/_pipes/pipe_segment_traits_ft_clustering.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
n_functional_type_groups_selected_continental,R/Pipelines/_pipes/_helpers/make_pipe_segment_ft_classification_continental.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
output_target_name,R/Pipelines/_pipes/_helpers/make_pipe_segment_ft_classification_continental.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
path_traits_reference_store,R/Pipelines/_pipes/_helpers/make_pipe_segment_ft_classification_continental.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
sjsdm_common_artifact_created_at,R/Pipelines/pipeline_sjsdm_common_regularization_sensitivity.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
sjsdm_tier_artifact_created_at,R/Pipelines/pipeline_sjsdm_tier_tuning.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
vec_community_taxa,R/Pipelines/_pipes/pipe_segment_taxa_classification.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
vec_community_taxa_checked,R/Pipelines/_pipes/pipe_segment_taxa_classification.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
vec_sjsdm_unit_tuning_stores,R/Pipelines/pipeline_sjsdm_tier_tuning.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
vec_taxa_without_classification,R/Pipelines/_pipes/pipe_segment_taxa_classification.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
vec_trait_domain_names,R/Pipelines/_pipes/pipe_segment_traits_extract.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
vec_trait_taxa_without_classification,R/Pipelines/_pipes/pipe_segment_traits_classification.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
vec_unique_trait_taxa,R/Pipelines/_pipes/pipe_segment_traits_classification.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
data_sjsdm_all_tuning_work_items,R/Pipelines/_pipes/pipe_segment_model_cross_validation_execution.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
data_sjsdm_candidate_fold_metrics,R/Pipelines/_pipes/pipe_segment_model_cross_validation_execution.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
data_sjsdm_candidate_repeat_summary,R/Pipelines/_pipes/pipe_segment_model_cross_validation_execution.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
data_sjsdm_cv_model_provenance,R/Pipelines/_pipes/pipe_segment_model_cross_validation_execution.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
data_sjsdm_fold_local_metrics,R/Pipelines/_pipes/pipe_segment_model_cross_validation_execution.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
data_sjsdm_out_of_fold_diagnostics,R/Pipelines/_pipes/pipe_segment_model_cross_validation_execution.R,literal_target,public_or_frozen_cv_review,frozen_by_issue_141,assess_before_rename,#141
data_sjsdm_out_of_fold_predictions,R/Pipelines/_pipes/pipe_segment_model_cross_validation_execution.R,literal_target,public_or_frozen_cv_review,frozen_by_issue_141,assess_before_rename,#141
data_sjsdm_regularization_selection_for_fit,R/Pipelines/_pipes/pipe_segment_model_cross_validation_execution.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
data_sjsdm_tier_regularization_artifact,R/Pipelines/_pipes/pipe_segment_model_cross_validation_execution.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
data_sjsdm_tuning_branch_work_items,R/Pipelines/_pipes/pipe_segment_model_cross_validation_execution.R,literal_target,public_or_frozen_cv_review,frozen_by_issue_141,assess_before_rename,#141
data_sjsdm_tuning_execution_provenance,R/Pipelines/_pipes/pipe_segment_model_cross_validation_execution.R,literal_target,public_or_frozen_cv_review,frozen_by_issue_141,assess_before_rename,#141
data_sjsdm_tuning_schedule,R/Pipelines/_pipes/pipe_segment_model_cross_validation_execution.R,literal_target,public_or_frozen_cv_review,frozen_by_issue_141,assess_before_rename,#141
data_sjsdm_tuning_stage_timings,R/Pipelines/_pipes/pipe_segment_model_cross_validation_execution.R,literal_target,public_or_frozen_cv_review,frozen_by_issue_141,assess_before_rename,#141
data_sjsdm_tuning_work_items,R/Pipelines/_pipes/pipe_segment_model_cross_validation_execution.R,literal_target,public_or_frozen_cv_review,frozen_by_issue_141,assess_before_rename,#141
data_sjsdm_unit_regularization_selection,R/Pipelines/_pipes/pipe_segment_model_cross_validation_execution.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
list_cross_validation_design_artifact,R/Pipelines/_pipes/pipe_segment_model_cross_validation.R,literal_target,public_or_frozen_cv_review,frozen_by_issue_141,assess_before_rename,#141
list_cross_validation_design_artifact,R/Pipelines/_pipes/pipe_segment_model_cross_validation_from_shared.R,literal_target,public_or_frozen_cv_review,frozen_by_issue_141,assess_before_rename,#141
list_cross_validation_shared_design_artifact,R/Pipelines/_pipes/pipe_segment_model_cross_validation_shared.R,literal_target,public_or_frozen_cv_review,frozen_by_issue_141,assess_before_rename,#141
list_sjsdm_available_tier_decisions,R/Pipelines/_pipes/pipe_segment_model_cross_validation_execution.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
list_sjsdm_common_regularization_artifact,R/Pipelines/pipeline_sjsdm_common_regularization_sensitivity.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
list_sjsdm_cv_evaluation_artifact,R/Pipelines/_pipes/pipe_segment_model_cross_validation_execution.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
list_sjsdm_cv_prediction_artifact,R/Pipelines/_pipes/pipe_segment_model_cross_validation_execution.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
list_sjsdm_cv_tuning_artifact,R/Pipelines/_pipes/pipe_segment_model_cross_validation_execution.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
list_sjsdm_fold_metric_summaries,R/Pipelines/_pipes/pipe_segment_model_cross_validation_execution.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
list_sjsdm_metric_repeat_distributions,R/Pipelines/_pipes/pipe_segment_model_cross_validation_execution.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
list_sjsdm_pooled_cv_evaluation,R/Pipelines/_pipes/pipe_segment_model_cross_validation_execution.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
list_sjsdm_prepared_tuning_folds,R/Pipelines/_pipes/pipe_segment_model_cross_validation_execution.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
list_sjsdm_regularization_selection_artifact,R/Pipelines/_pipes/pipe_segment_model_cross_validation_execution.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
list_sjsdm_selected_fold_artifacts,R/Pipelines/_pipes/pipe_segment_model_cross_validation_execution.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
list_sjsdm_tier_tuning_artifact,R/Pipelines/pipeline_sjsdm_tier_tuning.R,literal_target,persisted_internal,requires_owner_approval,assess_before_rename,#156
list_sjsdm_tuning_execution,R/Pipelines/_pipes/pipe_segment_model_cross_validation_execution.R,literal_target,public_or_frozen_cv_review,frozen_by_issue_141,assess_before_rename,#141
list_sjsdm_tuning_prediction_cache,R/Pipelines/_pipes/pipe_segment_model_cross_validation_execution.R,literal_target,public_or_frozen_cv_review,frozen_by_issue_141,assess_before_rename,#141
list_sjsdm_tuning_work_item_result,R/Pipelines/_pipes/pipe_segment_model_cross_validation_execution.R,literal_target,public_or_frozen_cv_review,frozen_by_issue_141,assess_before_rename,#141
